client_idx,action_idx,action_label,state_value,logit_-20%,logit_-10%,logit_0%,logit_+10%,logit_+20%,prob_-20%,prob_-10%,prob_0%,prob_+10%,prob_+20%,logit_variance,logit_max_min_gap,internal_score,predicted_pd,monthly_interest,reward,expected_loss,rwa_cost,constraint_penalty
31,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,644.1965737759562,0.08113688661584048,36.810348008691456,-508.47612121928023,109.51149119793038,15.928944174244418,0.0
32,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,673.4461673119465,0.035592994267264526,20.427480373268203,-105.30542936536723,26.659423700081106,3.877734356375433,0.0
33,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,773.2743267820204,0.03823563462117361,26.59641178831005,-135.08985223715987,37.287458390310256,5.423630311317855,0.0
34,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,690.9880549546507,0.04130584727348427,30.62343541395221,-191.77228337712958,46.38065469393105,6.74627704638997,0.0
35,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,557.8799933656893,0.09516985246001584,30.045460134481868,-490.8931077162312,104.84547363003735,15.250250709823613,0.0
36,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,783.3195757983384,0.04041835456433086,26.537910290437537,-150.25801561955933,39.329351142228006,5.720632893414982,0.0
37,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,438.2878827490029,0.055380781947205374,3.0089137544341313,-26.141869284995693,6.109986539516337,0.8887253148387397,0.0
38,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,622.1967596174876,0.10219073775299778,29.495125706301277,-510.6998940453762,110.51805072162571,16.075352832236465,0.0
39,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,609.10112896551,0.10489403598054176,32.067309646874186,-573.1672358035133,123.33454950294116,17.93957083679144,0.0
40,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,900.0,0.03595398321168052,26.703429406406936,-139.18857944527548,35.203470594315874,5.1205048137186715,0.0
41,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,760.2154827830524,0.033970950699446896,46.490022528532215,-209.66613796993178,57.9080429888746,8.422988071109032,0.0
42,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,721.2132389204669,0.11234032230553312,55.66668089077326,-1108.2706714791045,229.29913867478678,33.35260198905989,0.0
43,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,627.4636799449203,0.2637209488579749,63.206971417499005,-3091.2929725183544,611.1967574775971,88.90134654219594,3.593023721449373
44,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,679.0005145791032,0.02815671356231788,5.282686483905519,-19.266554341412753,5.453913306118049,0.793296480889898,0.0
45,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,686.0100073327889,0.04785751570653178,43.981817239452255,-1938.0167171810808,77.17821867575954,11.225922716474114,0.0
46,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,696.9248685713285,0.06012532678343193,33.7064749983978,-311.44548941417384,74.30913687986235,10.80860172797998,0.0
47,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,636.2962811265994,0.06059232208737642,47.59606224079045,-453.17867524302267,105.74505089077566,15.381098311385552,0.0
48,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,428.119082172191,0.05338307475737008,4.891732402392628,-42.01589595311655,9.574976272765756,1.3927238214932007,0.0
49,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,764.5136969271791,0.06648323139723845,21.82784411187188,-229.9574909067328,53.21013906972233,7.73965659195961,0.0
50,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,647.8668524224908,0.06067798793495761,33.772294148512245,-316.07806585954097,75.1386114189064,10.929252570022749,0.0
51,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,549.0337021362049,0.08809085761848759,37.851742109483055,-572.4145170098371,122.26105557520006,17.78342626548364,0.0
52,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,674.4803264313837,0.2465360070207466,64.14442261230197,-5275.400426142075,579.8433601945679,84.34085239193713,3.163400175518665
53,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,636.7515799938526,0.0675434860286311,38.56405739678191,-438.498214259665,95.5075319728518,13.892004650596624,0.0
54,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,609.1197202241286,0.038203617636456716,36.339595445060226,-189.51325862403917,50.90448034637553,7.4042880503818935,0.0
55,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,764.7834551732651,0.02988225198669991,28.07856750051141,-102.59944140519586,30.765197080780972,4.474937757204505,0.0
56,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,583.1374439717914,0.1356630707184881,30.472077278644743,-734.4414339069357,151.57763774237395,22.04765639889075,0.3915767679622026
57,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,715.6920523626351,0.02907944361930442,13.445676837122065,-45.582177852275755,14.336402721977544,2.085294941378552,0.0
58,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,538.0824635066665,0.17791380457342204,44.50938683845494,-3076.867707417409,290.3572595608563,42.23378320885182,1.447845114335551
59,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,595.9891112369162,0.1334284947549194,69.41464765090744,-1653.0993722050143,339.60270483346835,49.396757066686305,0.33571236887298544
60,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,777.855107313128,0.0797843432476711,101.08124411924689,-1326.510910149633,295.70569147942643,43.01173694246202,0.0
61,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,531.6362883384825,0.07794332128119555,31.16787888428158,-409.5353964326739,89.07535990946818,12.956415986831734,0.0
62,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,708.045799361042,0.048413366223713866,15.930423907036554,-115.48439127367723,28.27899971271347,4.113309049121959,0.0
63,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,642.7154462934648,0.20734614055048656,55.9389534087933,-4165.27084531119,425.2866235107151,61.859872510649474,2.183653513762164
64,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,464.15727470586086,0.20005688866550722,30.444782786678896,-1108.0752931141703,223.32524574800627,32.48367210880091,2.0014222166376805
65,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,541.2038913463439,0.04556865273000583,16.606407888080096,-114.23120411433426,27.746826585307552,4.035902048772007,0.0
66,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,598.3013124850639,0.03754829410682538,6.509705443720624,-32.53665531645286,8.962372266819553,1.3036177842646623,0.0
67,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,823.0039816953263,0.024449075399555056,43.45882413631387,-119.64140875806802,38.95936249644051,5.666816363118619,0.0
68,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,741.766820935697,0.019809923943817736,6.953589044500409,-10.851871190280557,5.050835903964304,0.734667040576626,0.0
69,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,627.7320846646278,0.0899210858143872,25.61727625123956,-1334.4534726544139,84.46288752434778,12.285510912632404,0.0
70,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,798.5962227110514,0.04337003756567289,66.3662210396201,-418.7653483148469,105.53786831793606,15.350962664427062,0.0
71,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,504.1587791720279,0.27612695466902576,15.453035234002362,-788.6039535773201,156.45665051713505,22.75733098431055,3.903173866725644
72,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,603.9415781613887,0.2523253823972249,66.96047487913422,-3090.524947820237,619.5136724105016,90.11107962334569,3.3081345599306227
73,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,543.6124352077281,0.06707956331798455,6.868424289249035,-73.35919152238043,16.893466406867002,2.457231477362473,0.0
74,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,532.5523028748274,0.19623871661657302,23.842728548829623,-858.6825203095675,171.55843653885393,24.953954405651476,1.9059679154143256
75,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,648.9049652892463,0.03997667661780718,9.237470836338604,-51.13685895983069,13.540390760993553,1.969511383417244,0.0
76,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,730.9209875994121,0.05067737152044015,68.31639334227516,-535.6596508804479,126.94349236591009,18.464507980496013,0.0
77,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,578.6343095461746,0.1359075137858209,19.026582787871067,-459.8841061171661,94.81470395978717,13.791229666878133,0.3976878446455223
78,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,626.3029929859835,0.07569808905680671,29.862021678603615,-372.67915288569867,82.8849258029184,12.055989207697221,0.0
79,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,658.5316965396224,0.03196507090759203,11.462371229957036,-45.81836103443076,13.434502001606383,1.9541093820518372,0.0
80,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,639.5310709226646,0.03712300896898325,16.411850674933486,-88.52970406992236,22.33943359278289,3.2493721589502385,0.0
81,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,734.8371582231279,0.08507663049963038,35.612419288224935,-504.5645830073115,111.09210335601485,16.15885139723852,0.0
82,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,707.3146574746042,0.15785886216814085,61.41546566993048,-1762.6934683791533,355.48243610666384,51.706536160969286,0.9464715542035214
83,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,669.8056390136181,0.028216544736177157,15.774123870295002,-53.32627116668583,16.320013301539895,2.3738201165876207,0.0
84,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,807.3883400411515,0.06956657851327012,86.76816287943336,-959.8031871753083,221.32602123149144,32.192875815489664,0.0
85,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,639.0983081872739,0.03052372251863235,15.422418951909114,-66.4120146971023,17.26082001065292,2.5106647288222432,0.0
86,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,753.6557032339002,0.09672756509441197,88.79405045703838,-1449.5094964554187,314.9238508379217,45.807105576424966,0.0
87,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,709.1322007403834,0.07033975574194921,44.41357422950592,-503.4032547066346,114.54813197411382,16.66154646896201,0.0
88,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,577.2838442198675,0.054440982044336284,6.79880319236631,-59.63547647292125,13.571562492348319,1.9740454534324825,0.0
89,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,588.6366072420511,0.07294465967417245,18.47724682104535,-221.50147524111597,49.419937639484075,7.188354565743137,0.0
90,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,640.4781478651341,0.16490875612861053,21.438791174471138,-634.171881573394,129.63296080104587,18.855703389243036,1.1227189032152634
91,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,599.7307664163226,0.02978784268642471,4.018864626638844,-13.893973719111674,4.389487933466346,0.6384709721405594,0.0
92,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,713.1828251904734,0.049448923280673705,70.8141650568285,-541.8132691393371,128.39508788626952,18.675649147093747,0.0
93,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,723.3882411669491,0.0950959376000057,44.321336637731456,-714.4639344738589,154.54189898585378,22.47882167066964,0.0
94,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,590.5830286961871,0.3549245214719581,125.86247858458519,-12938.43830745092,1637.9615993733107,238.24895990884522,5.873113036798952
95,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,615.7801732156017,0.1348533161769341,63.96381860647188,-1544.7597618226896,316.2768786621625,46.003909623587276,0.37133290442335276
96,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,626.9699372417792,0.08282112188527235,23.22350603682887,-329.0541762259602,70.52455021625062,10.258116395090997,0.0
97,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,655.1257018337897,0.07318237703102158,14.932110277518369,-183.28173372927756,40.06813522059853,5.828092395723422,0.0
98,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,742.7184429235211,0.043438551069258625,20.16985976949105,-127.23472314796643,32.12548106741681,4.672797246169718,0.0
99,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,677.8388765599269,0.0224230008835853,21.473179046927772,-56.250175271648075,17.654747467230383,2.567963267960783,0.0
100,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,714.1918332418586,0.06428736757628609,44.94983494020423,-468.7926730917467,105.95590724745757,15.411768326902918,0.0
101,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,652.8278103312155,0.03938592728160232,11.767877649527394,-499.16583129597734,16.99458835664624,2.471940124603089,0.0
102,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,621.6462072590522,0.03186048525564376,11.955220039205559,-47.71017821368699,13.966300765526471,2.0314619295311225,0.0
103,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,701.1242358377142,0.041783666473950286,17.199724493654738,-105.05041269504893,26.351143561845777,3.8328936089957493,0.0
104,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,539.5054908932921,0.25583914516597633,38.604663355908734,-1831.024032990658,362.14141598785267,52.67511505277857,3.3959786291494085
105,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,560.784272093596,0.08726455948356335,9.305044915411026,-135.3739773429322,29.773357002330858,4.330670109429943,0.0
106,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,739.7056706975666,0.0681961753214999,71.7849163615969,-815.0896854276754,179.50008052660453,26.10910262205157,0.0
107,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,634.2075426754094,0.06403804172814824,54.57609899198909,-567.9902611976364,128.1480385023134,18.639714691245587,0.0
108,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,639.7301232053521,0.27594057893364254,50.61324195245098,-2599.1592757519716,512.0957338224878,74.48665219236186,3.8985144733410637
109,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,720.2184297197701,0.11268102953579076,48.04177524258615,-946.6603667045512,198.49121215226134,28.87144904032892,0.0
110,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,668.616586510734,0.10631727564783491,23.05396729870166,-422.6179897664925,89.87128318931536,13.072186645718597,0.0
111,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,631.948479223676,0.06606615092832338,51.93124008566439,-547.8969702248199,125.79956199779838,18.298118108770673,0.0
112,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,721.4597508230872,0.04964485216890892,44.17586830481869,-328.8177968571655,80.41382988561683,11.696557074271539,0.0
113,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,599.1220688972078,0.1316741957939501,54.92951653644528,-1274.3252800992861,265.20266356052025,38.574932881530216,0.2918548948487525
114,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,430.26323857161424,0.22437500495402948,81.60703796105183,-3359.5976782718876,671.3879167158049,97.65642424957161,2.609375123850737
115,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,569.5035166433978,0.25943593338267024,85.00519778477276,-4063.1993529666966,808.6247704212706,117.61814842491208,3.4858983345667562
116,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,730.922498551271,0.10108164360729345,60.53277655574802,-3280.715868937865,224.3542600334952,32.63334691396294,0.0
117,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,778.3020708445001,0.017950383488635546,9.506722052559118,-14.623982044091548,6.257141240654503,0.9101296350042913,0.0
